ID,Time,Prompt,year,L2type,International,Major,Major_category,Age,L1,citizenship,Gender,Age_of_onset,Years_of_studying_En_numbers,ESL_experience,Eng_immersion,Proficiency_test,Prof_test_comment,RunSpanScore,RunSpanTotal,NC_RT,NCWd_RT,NC_score2,RCNb_RT,RCNd_RT,RC_score2,NC_AC,NCWd_AC,RCNb_AC,RCDd_AC,GK_Score,GM_form_1,VC1_raw,VC1_ESS,R1_raw,R1_ESS,W1_WCPM,W1_intro,W1_body,W1_concl,W1_organi,W1_topic,W1_gramm,W1_voice,W1_word,W1_sentence,W1
61,"W, 10/25/2017",Appearance,3rd,resident,no,Computer Science,"Science, Math, and Technology",20,Chinese,USA,Male,5,15,Yes,15,No,,37,52,688.1666667,695.45,0.010583676,590.3,675.3,0.143994579,19,20,20,20,24,T,40,611,34,573,93.6,2.5,2.5,1.5,2.5,1.5,4.5,3,4.5,4.5,2.5
62,"W, 10/25/2017",Competition,3rd,resident,no,Biology,"Science, Math, and Technology",20,Korean,United States of America,Male,6,14,No,14,No,,11,24,858.3,889.95,0.036875218,723.1,967.1052632,0.337443318,20,20,20,19,16,S,30,568,32,567,47.9,3.5,2.5,3.5,3.5,3.5,4.5,2.5,3.5,4.5,3.5
63,"W, 10/25/2017",Competition,3rd,international,yes,Psychology,Social Sciences,23,German,Germany,Female,10,13,Yes,3,No,,50,60,631.75,871.05,0.378789078,505.5789474,492.2,-0.026462628,20,20,20,20,18,S,22,546,37,580,57.7,2,2.5,3,2.5,2,3.5,3,3,3.5,2.5
64,"Th, 10/26/2017",Appearance,2nd,resident,no,Business,Business,19,Spanish,United States,Female,4,15,Yes,19,No,,11,29,606.6,1186.736842,0.956374616,479.4736842,490.9473684,0.023929748,20,19,20,20,13,T,15,528,26,553,50.1,2.5,2.5,1.5,2.5,2.5,2.5,3.5,2.5,3.5,2.5
65,"Th, 10/26/2017",Appearance,3rd,resident,no,Biology,"Science, Math, and Technology",21,Korean,USA,Female,8,13,Yes,10,Yes,910,31,51,647.85,721.2,0.113220653,463.45,490.7,0.058798144,20,20,20,20,19,T,20,544,32,567,58.3,2.5,2,2,2.5,2.5,3.5,2.5,2.5,3.5,2
66,"Th, 10/26/2017",Competition,3rd,resident,no,Anthropology,Arts and Humanities,21,French,united states,Female,5,16,Yes,17,Yes,I dont remember,11,25,1188,1265.5,0.06523569,691.15,680.75,-0.015047385,20,19,20,20,11,S,20,536,40,589,13.9,2.5,2.5,2.5,3.5,3.5,2.5,3.5,3.5,4,2.5
67,"Th, 10/26/2017",Competition,2nd,resident,no,Chemistry,"Science, Math, and Technology",21,Chinese,China,Male,5,16,Yes,3,No,,43,57,721.55,789.4444444,0.094095273,552.05,663.85,0.202517888,20,18,20,20,21,S,20,536,36,578,31.5,2.5,2.5,2.5,3.5,3.5,2.5,3.5,2.5,2.5,2.5
68,"Th, 10/26/2017",Appearance,4th,citizen,no,human growth and development,Social Sciences,22,Spanish,united states,Female,5,17,Yes,22,No,,37,49,776.3157895,784.1666667,0.010112994,594.1,627.3,0.055882848,20,20,20,20,16,T,37,598,41,599,48.8,2.5,3.5,3.5,4.5,3,3.5,3.5,4.5,4.5,3.5
69,"F, 10/27/2017",Competition,2nd,citizen,no,nursing,Health and Medicine,20,urdu,us,Male,10,10,Yes,10,No,,28,51,739.55,763.9444444,0.032985524,502.9,523.15,0.040266455,20,18,20,20,11,S,30,568,36,578,43.7,2.5,3.5,2.5,3.5,3.5,2.5,3.5,2.5,3.5,3.5
70,"F, 10/27/2017",Appearance,1st,citizen,no,Pre-Nursing,Health and Medicine,19,Chinese,USA,Female,12,7,Yes,8,Yes,I took English Proficiency Test from ESL like 4 years ago. I don't remember the scores.,25,35,786.9,1022.9,0.299911043,627.9,682.2,0.086478739,20,20,20,20,13,T,13,521,11,513,31.9,1.5,1.5,1,1.5,1.5,1.5,1.5,2.5,1.5,1.5
71,"M, 10/30/2017",Competition,2nd,citizen,no,Psychology,Social Sciences,19,Spanish,"United States, Colombia",Female,3,16,Yes,16,No,,22,36,674.4,782.3157895,0.160017481,415,451,0.086746988,20,19,20,20,23,S,36,589,41,592,40.9,4.5,4,4.5,4,4,3.5,4.5,4,4.5,4
72,"M, 10/30/2017",Appearance,4th,international,yes,Finance,Business,23,French,Congo,Female,19,4,No,4,Yes,497,13,26,699.05,992.2631579,0.419445187,601.75,727.55,0.209056917,20,20,20,20,12,T,20,544,29,560,27.1,2.5,3,2,3.5,3.5,3.5,2.5,3.5,3.5,3
73,"M, 10/30/2017",Competition,1st,international,yes,Business,Business,19,French,France,Male,17,2,No,1,Yes,75 TOEFL,24,38,686.6,830.1,0.209000874,432.45,610.1,0.410798936,20,20,20,20,17,S,15,519,28,558,35,3.5,2.5,3.5,3.5,3.5,2.5,2.5,2,3.5,3.5
74,"M, 10/30/2017",Appearance,2nd,citizen,no,English ,Arts and Humanities,19,Croatian ,Croatia and U.S.A,Female,7,12,Yes,10,No,,33,45,666.05,788.5,0.183845057,493.7,483.55,-0.020559044,20,20,20,20,22,T,32,580,38,585,36,3,3,4.5,4.5,2.5,4.5,3.5,3.5,4.5,3.5
75,"Tu, 10/31/2017",Competition,4th,citizen,no,MGS,Business,22,Spanish,USA/Panama,Female,7,15,Yes,16,No,,18,38,700.2,812.35,0.160168523,512.45,567.65,0.107717826,20,20,20,20,22,S,41,612,45,617,56.1,5.5,5.5,4.5,5.5,4.5,5.5,4.5,5.5,5.5,5.5
76,"Tu, 10/31/2017",Appearance,2nd,citizen,no,Nursing,Health and Medicine,20,Pulaar,New York,Female,5,15,No,15,No,,9,26,712.85,982.15,0.377779336,461.45,522.7894737,0.132927671,20,20,20,20,12,T,23,552,13,521,36.8,1.5,1.5,1,1.5,1.5,2,1.5,1.5,2.5,1.5
77,"Mon, 03/05/18",Competition,1st,citizen,no,Nursing,Health and Medicine,19,Urdu,United States,Female,5,14,Yes,16,No,,6,23,853.3888889,1105.315789,0.295207617,714.4444444,735.5294118,0.029512396,20,20,20,20,8,S,17,526,19,534,136.9,5.5,4.5,5,4.5,4.5,5,3.5,4,4.5,4.5
78,"Mon, 03/05/18",Competition,1st,citizen,no,undecided,Social Sciences,19,Hindi,usa,Female,7,12,Yes,17,No,,15,48,808.05,1299.55,0.60825444,576.6,656.95,0.13935137,20,20,20,20,14,S,19,533,24,547,28.6,2.5,2.5,2.5,3.5,2.5,3.5,3.5,3.5,4.5,2.5
